age,revenu_mensuel,anciennete_travail_mois,montant_credit,duree_mois,taux_interet,nb_retards_30j,nb_retards_60j,nb_retards_90j,taux_endettement,ratio_dette_revenu,defaut,sexe_H,situation_familiale_divorce,situation_familiale_marie,type_contrat_travail_CDI,type_contrat_travail_Independant,type_contrat_travail_Informel,type_credit_conso,type_credit_immobilier,type_credit_scolaire
1.0962403431541106,0.07837090015499154,-0.8225340247720738,-0.11694892610320426,-1.0917557486102945,-1.256237320084695,-0.7037222189444527,-0.4426929987636764,-0.30457907744696433,1.6869194395873226,-0.35863156629524395,1,True,False,False,True,False,False,False,True,False
0.3571255066850977,0.30772371759631245,-0.6921740114073368,-1.1702835722952663,-0.879644900052797,-1.249273672842366,2.1190704763802675,-0.4426929987636764,-0.30457907744696433,0.39733665631495185,-0.650325654397638,1,False,False,False,False,True,False,False,False,True
-0.6776352643715202,1.5855583904312347,0.16240829842816099,1.050227730491293,-0.4554232029378025,-1.6345954869179158,0.7076741287179075,-0.4426929987636764,-0.30457907744696433,1.3638294242520337,-0.3706601884850334,1,True,False,True,False,False,True,False,False,False
1.3918862777417156,0.237411103894136,1.1763195134872262,-0.580257376189935,1.082380449104053,-1.3096252822758858,0.7076741287179075,-0.4426929987636764,-0.30457907744696433,1.4226151433746435,-0.5029750325727173,1,True,False,False,False,False,True,False,True,False
-1.1950156498998292,-1.175038775625741,-1.5467563212428346,1.2364125114491054,-0.9326726121921715,1.4874396933930156,-0.7037222189444527,1.7999260425923338,-0.30457907744696433,-1.3967849761199755,1.295303984800805,1,True,False,False,False,True,False,False,True,False
-0.23416636249011255,-0.08947117016671696,0.2493149740046523,-1.6521003698891115,-0.5084509150771768,0.5960928463748763,-0.7037222189444527,-0.4426929987636764,-0.30457907744696433,-1.7198749914552642,-0.7570796763320193,0,True,True,False,False,False,False,False,True,False
1.0962403431541106,1.2143379010914817,1.494977323934361,-0.35672989695732427,-0.5614786272165512,-0.6295090682750658,-0.7037222189444527,-0.4426929987636764,-0.30457907744696433,-0.23773426208048684,-0.5556002546530461,0,True,False,True,False,False,False,False,True,False
-0.3819893297839151,-1.5222873947267919,1.4080706483578698,-0.12641834559931697,0.39302019129218674,1.046408701378832,-0.7037222189444527,-0.4426929987636764,-0.30457907744696433,0.921779331637133,1.31785765140666,1,False,True,False,False,True,False,False,False,False
-0.08634339519630999,1.3170588267637244,-0.9818629299956412,-1.0095012718998153,-0.031201505822807857,-0.01438689520265178,-0.7037222189444527,-0.4426929987636764,-0.30457907744696433,1.112022879348886,-0.6698721654560458,1,False,True,False,False,False,False,True,False,False
-0.9732811989591253,-0.528921351556808,1.683275121016759,-1.1261066475472912,0.4460479034315611,-1.221419083873049,2.1190704763802675,-0.4426929987636764,-0.30457907744696433,0.9847309678629198,-0.5480823657844277,1,True,False,True,False,False,False,False,True,False
-0.9732811989591253,0.3002617421348141,-0.837018470701489,0.9086482760020759,0.7642141762678071,1.3644152587785325,2.1190704763802675,-0.4426929987636764,-0.30457907744696433,-0.19607509104871615,-0.16166287793744177,1,True,False,True,False,False,False,False,False,False
-0.012431911549408706,0.5688587524293108,-0.011405052724821618,0.3860155915496733,-0.8266171879134228,-0.5366604383773429,-0.7037222189444527,-0.4426929987636764,-0.30457907744696433,0.8546617783081688,-0.33908505523683613,1,True,False,False,False,True,False,False,True,False
0.8745058922134067,-0.6115731444011618,-0.1562495120189738,0.7820851725557968,1.559629858358422,0.7167960652419159,0.7076741287179075,-0.4426929987636764,-0.30457907744696433,0.7463479336255646,0.22475660990954419,1,False,True,False,True,False,False,False,False,False
1.1701518268010118,-0.37709707054602076,-1.6191785508899108,0.4415308818367263,-1.197811172889043,-0.703787972193244,-0.7037222189444527,-0.4426929987636764,-0.30457907744696433,-0.6594176488576331,-0.042880233813271,1,False,False,True,False,False,True,False,False,True
-0.012431911549408706,1.3632631449494177,1.7267284588050045,-1.1420174177923044,-0.5084509150771768,0.02507377250388042,-0.7037222189444527,-0.4426929987636764,-0.30457907744696433,-1.1634936183420594,-0.6924258320619011,0,True,True,False,True,False,False,True,False,False
-1.5645730681343357,0.7830440023801685,-0.3590317550307868,-1.5991903193339594,1.4535744340796732,1.1253300367918964,-0.7037222189444527,-0.4426929987636764,-0.30457907744696433,0.40844576859009085,-0.7585832541057429,1,True,True,False,False,False,False,False,False,False
-0.16025487884321127,0.6868008412368595,0.07550162285166968,0.9772663896466306,1.6126575704977963,-1.1703523374293014,2.1190704763802675,-0.4426929987636764,-0.30457907744696433,0.6014665943706288,-0.24135249994479682,1,False,False,True,False,True,False,False,False,False
-1.638484551781237,0.6437781554222786,0.7707550274636001,1.6588291465674452,0.12788163059531513,1.6870642476731197,0.7076741287179075,-0.4426929987636764,-0.30457907744696433,0.22283101765964564,-0.09249830034615247,1,True,False,False,False,False,True,False,False,False
-0.012431911549408706,0.8193258177729519,-0.967378484066226,1.1995859850035417,1.0293527369646787,-1.4721103845969008,0.7076741287179075,-0.4426929987636764,2.9494708952770132,-1.0088918058463767,-0.22481314443383635,1,False,True,False,False,False,False,False,True,False
